"BlueOdds","RedOdds","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgTDLanded","RedAvgTDLanded","BlueAvgTDPct","RedAvgTDPct","BlueAge","RedAge","Winner"
290,-320,0.427,0.37,25.5,44,2.3077,1.1667,0.385,0.201,27,24,"1"
570,-700,0.29,0.368,4.5,23,0,0.3333,0,0.333,33,28,"1"
-115,-105,0.37,0.47,4.13,2.72,0.14,1.5,0.33,0.38,27,35,"1"
-105,-115,0.53,0.55,39.4444,24.7778,1.4,0.875,0.625,0.277,25,31,"1"
105,-125,0.433,0.51,54.3333,10.1875,0.8,0,0.46,0,29,27,"0"
155,-175,0.35,0.31,4,3.14,1.17,1.75,0.27,0.38,35,28,"1"
-140,120,0.46,0.35,42.2,36,0.5,0.0909,0.5,0.111,29,32,"1"
145,-165,0.31,0.54,20,34.8,1,0,0.33,0,28,34,"1"
235,-275,0.545,0.36,41,52,4,1.8571,0.295,0.424,34,25,"1"
365,-410,0.33,0.49,4.42,50.4375,0.56,2.8,0.33,0.317,32,30,"1"
-125,115,0.488,0.608,25.8,38,1,1.0769,0.52,0.3,37,35,"0"
125,-145,0.55,0.643,25.5,29.5,2.3333,1.8889,0.43,0.5,28,35,"0"
59.7932402411945,-115.711474369147,0.45,0.58,14,25,2.1111,1.6,0.33,0.34,30,38,"0"
240,-298,0.54,0.547,58.5556,23.5,0,0,0,0,32,25,"0"
-116,-106,0.56,0.42,4.17,6.01,1.39,0.91,0.39,0.35,30,31,"1"
195,-235,0.502,0.55,4.51,5.14,0.7,1.73,0.24,0.49,35,26,"1"
215,-278,0.34,0.37,5.03,4.33,0.46,1.45,0.14,0.46,32,28,"1"
400,-500,0.175,0.491,5,42.5,3,4.2667,0.55,0.558,29,26,"1"
125,-135,0.46,0.537,62,37.9412,0,2.0909,0,0.281,29,29,"0"
-145,125,0.452,0.21,48.5714,17,0.2727,0.5,0.11,0.035,29,28,"0"
-275,230,0.77,0.512,40.3889,11,6.91,2,0.83,0.576,22,36,"0"
155,-180,0.37,0.4,47.5,35,0.4286,0,0.333,0,35,30,"1"
135,-155,0.506,0.364,20,26.375,1.6667,1.1667,0.277,0.544,31,44,"1"
-115,-105,0.4,0.25,35.25,6,1.7273,0.5,0.766,0.42,33,30,"0"
-335,250,0.57,0.353,35.1333,47,3,0.3333,0.255,0.11,37,29,"1"
725,-900,0.45,0.58,2.4,2.24,1.72,2.4,0.2,0.53,32,27,"1"
235,-275,0.389,0.676,58.4444,12,0,1,0,0.5,31,34,"0"
-159,130,0.59,0.47,4.71,3.22,1.53,5.25,0.47,0.47,29,36,"0"
-250,205,0.37,0.75,44,15.75,0,7,0,0.7,29,36,"1"
225,-265,0.447,0.5,5.75,4.69,1.8889,1.85,0.5,0.36,29,33,"1"
145,-156,0.389,0.488,30.5714,47.75,0,1.3,0,0.383,31,31,"1"
145,-165,0.462,0.433,14.4286,40.8235,1.1111,0,0.32,0,30,23,"1"
-130,110,0.52,0.49,6.74,4.25,0.98,0.81,0.357,0.38,24,36,"1"
-150,132,0.38,0.63,3.73,2.88,0,1.93,0,0.47,28,26,"1"
475,-640,0.499,0.59,5.57,6.82,0,0.97,0,0.443,29,26,"0"
260,-320,0.53,0.52,3.26,4.89,1.25,0.31,0.45,0.2,34,26,"0"
-250,210,0.46,0.393,37,24.1667,1.3333,0.0833,0.443,0.056,28,37,"0"
145,-155,0.57,0.408,4.75,6.47,3.09,3.5,0.47,0.425,35,28,"0"
140,-177,0.5,0.54,3.39,3.24,0,0.75,0,0.7,30,28,"1"
-145,125,0.4,0.33,60.6667,29.375,0.5,2.36,0.5,0.43,27,34,"1"
-600,400,0.48,0.42,29,35.9615,0.3,1.8,0.05,0.303,29,32,"0"
265,-295,0.348,0.277,36.75,32.2857,1.2,2,0.277,0.564,36,22,"1"
325,-360,0.54,0.419,59.8,30.8571,4,0.6667,0.52,0.228,32,27,"1"
-122,104,0.568,0.57,35.3333,33.4545,0,1.5,0,0.42,30,38,"0"
165,-190,0.207,0.626,16,20.2,0,1.4,0,0.45,26,35,"1"
120,-142,0.46,0.537,121,32.6667,0,1.8889,0,0.375,21,31,"1"
59.7932402411945,-115.711474369147,0.46,0.5,5.19,4.83,0.67,5.02,0.55,0.5,31,28,"0"
-175,155,0.5,0.65,7.18,3.47,0.46,2.15,1,0.44,34,39,"1"
-200,173,0.38,0.324,24.6,2.6667,0.1667,3.13,0.12,0.29,29,36,"1"
290,-350,0.466,0.373,37.5789,43.1667,0.5,1.2727,0.5,0.167,27,28,"1"
-330,270,0.51,0.486,25.6667,18.4,0.1667,0,0.125,0,31,26,"1"
125,-145,0.39,0.34,19.3571,26.8333,0.6667,1,0.667,0.6,32,34,"1"
240,-260,0.49,0.415,36.3333,26.25,0,1,0,0.366,32,31,"1"
430,-550,0.402,0.396,47.75,14,1.75,1.83,0.325,0.458,33,28,"1"
105,-125,0.38,0.38,3.22,3.51,1.27,0,0.37,0,35,28,"1"
140,-165,0.41,0.41,26.6667,37.5,0,0.59,0,0.254,28,27,"0"
540,-660,0.31,0.55,31.5714,40.75,6,3.875,1,0.53,26,26,"1"
59.7932402411945,-115.711474369147,0.54,0.54,4.72,6.68,0,1.53,0,0.26,34,32,"0"
125,-145,0.597,0.43,5.51,3.59,0.58,0.57,0.54,0.56,29,35,"0"
210,-250,0.407,0.52,4.06,4.7,1.89,0.82,0.34,0.3,32,31,"1"
-120,100,0.48,0.515,38.75,50.5,0.5455,1.4444,0.256,0.402,32,37,"0"
245,-310,0.4,0.44,7.15,17.6,1.3,1,0.61,0.591,30,27,"1"
248,-270,0.38,0.6,3.29,4.65,1.27,0.98,0.37,0.75,29,28,"1"
550,-800,0.455,0.38,4.14,5.72,0.85,2.02,0.25,0.5,39,28,"1"
170,-200,0.477,0.5,4.29,4.8,0.27,0.42,0.12,0.28,34,33,"1"
-120,100,0.53,0.47,8.23,2.64,1.51,2.37,0.57,0.42,27,40,"0"
370,-485,0.57,0.57,5.13,3.28,4.77,0,0.57,0,27,33,"1"
320,-390,0.4,0.5,1.66,4.53,0.5,3.96,0.15,0.57,29,33,"1"
425,-550,0.585,0.429,11,25.75,0,3,0,0.433,27,25,"1"
110,-120,0.51,0.54,5.04,3.19,1.49,4.6,0.33,0.5,30,33,"1"
240,-280,0.512,0.54,2.52,5.75,0,1.67,0,0.5,31,30,"0"
-192,177,0.585,0.552,2.02,2.89,3,0.54,0.53,0.27,31,35,"1"
-310,245,0.49,0.5,2.54,4.33,5.19,1.86,0.38,0.427,36,40,"0"
-192,177,0.43,0.29,16,49,0,1,0,0.707,25,28,"1"
145,-175,0.48,0.38,3.31,4,0,0.5,0,0.14,28,31,"1"
-220,200,0.372,0.374,31.8,41.75,2,3.2727,0.36,0.4,24,28,"0"
120,-140,0.47,0.343,46,14.3333,0,3.4545,0,0.51,29,27,"1"
115,-135,0.56,0.66,65,123,0.1304,2,0.091,0.497,29,27,"1"
425,-485,0.38,0.48,3.17,4.59,0.25,0.71,0.5,0.33,28,30,"1"
115,-125,0.46,0.525,56.75,30.4,5,0,0.66,0,28,29,"0"
-160,140,0.46,0.47,3.54,4.22,2.18,0.66,0.34,0.33,38,34,"0"
-175,150,0.69,0.46,18,23.3333,2.5,4.98,0.475,0.5,32,37,"0"
-170,150,0.467,0.38,2.25,3.03,2.48,1.28,0.39,0.31,27,38,"0"
-125,105,0.53,0.45,4.27,3.43,0,0.34,0,0.33,29,37,"0"
-110,-110,0.3,0.533,2.53,104.6667,0,0.2727,0,0.15,29,30,"0"
260,-315,0.44,0.48,4.76,2.8,0.25,0.78,0.5,0.5,27,30,"1"
135,-155,0.506,0.544,31.6667,8.2,0.5,1.2,0.29,0.15,37,31,"1"
-135,115,0.45,0.418,25.8182,19.7,2.8333,2,0.34,0.33,32,32,"1"
-190,150,0.48,0.49,2.43,3.14,1.31,0.5,0.35,0.27,36,38,"1"
-110,-110,0.78,0.48,101,45.45,4.5,1.5714,1,0.364,30,23,"1"
-170,150,0.46,0.469,58,45.8235,1,0.6,1,0.29,26,26,"1"
153,-185,0.48,0.527,40.4444,20.2857,0.25,1,0.25,0.5,27,28,"1"
110,-130,0.46,0.51,3.72,5.57,2.11,1.27,0.5,0.35,25,25,"0"
195,-235,0.4,0.486,30,34.9524,0.8667,0.5455,0.36,0.06,32,27,"1"
-150,130,0.564,0.449,35.4,21.45,1.8,1.6,1,0.3,29,37,"0"
-165,145,0.54,0.378,24,19.5,1,0.69,0.36,0.039,35,31,"0"
175,-210,0.577,0.72,31,21.1527659641032,0.4,1.5,0.2,0.5,32,30,"0"
275,-305,0.46,0.4,33,32.8667,1.75,1.3846,0.2,0.344,29,28,"1"
410,-515,0.42,0.48,4.65,3.28,0.69,2.47,0.34,0.41,40,33,"1"
150,-170,0,0.475,0,31,0,0,0,0,28,26,"0"
-675,540,0.358,0.435,28.1538,45,3,2.2222,0.665,0.27,26,28,"0"
-105,-115,0.513,0.47,2.96,6.6,0.85,2.37,0.22,0.46,28,31,"1"
-105,-115,0.35,0.48,19.841809878528,21.1527659641032,2.625,0.2,0.54,0.083,31,32,"1"
-260,220,0.52,0.53,3.79,3.86,1.99,4.15,0.31,0.46,28,28,"1"
-125,105,0.46,0.51,1.76,1.46,3.6,2.83,0.76,0.3,26,33,"0"
125,-145,0.52,0.793,9.5833,71,0,2.1667,0,0.497,29,32,"0"
150,-170,0.46,0.55,5.32,6.49,1.83,1.76,0.5,0.51,31,33,"1"
570,-705,0.528,0.51,5.59,3.06,1.23,1.71,0.39,0.51,33,33,"1"
625,-950,0.498,0.45,3.88,3.36,0.66,1.01,0.33,0.313,24,22,"1"
150,-175,0.54,0.458,5.25,4.46,1.79,2.14,0.52,0.44,33,30,"1"
240,-280,0.45,0.42,3.72,4.17,1.1,0.72,0.23,0.4,38,32,"0"
200,-240,0.66,0.55,17,12.8333,0,0.97,0,0.504,31,31,"1"
59.7932402411945,-115.711474369147,0.52,0.41,5.13,2,3.87,2.53,0.75,0.4,27,29,"0"
-215,185,0.41,0.51,3.95,7.12,0.67,1.52,0.532,0.33,30,37,"1"
235,-300,0.42,0.49,4.24,5.2,0.66,0.92,0.3,0.39,25,33,"1"
110,-130,0.54,0.665,47,31.5,1,0.2,0.353,0.235,33,33,"1"
245,-290,0.25,0.433,2.4,4.22,0,2.23,0,0.37,27,26,"1"
-165,145,0.327,0.57,17.6667,33.6,2.2667,0,0.468,0,28,31,"1"
-135,115,0.67,0.5,2.46,1.76,6.85,2.01,0.72,0.5,40,35,"1"
235,-275,0.583,0.5,15.4,73,3.3333,3.3,0.26,0.52,30,29,"1"
120,-140,0.405,0.418,33.3333,37.3333,0.6,0.6667,0.213,0.5,25,30,"0"
-145,125,0.37,0.352,4.21,3.48,6.75,2.85,0.6,0.37,30,40,"0"
105,-138,0.522,0.522,19.841809878528,21.1527659641032,0.82,0.5,0.66,0.165,30,28,"1"
275,-335,0.51,0.58,3.7,6.86,2.28,0.95,0.36,0.53,39,28,"1"
240,-260,0.573,0.38,54.5,52.6667,0,0.3333,0,0.333,28,26,"1"
-115,-105,0.475,0.44,4.39,5.09,2.88,1.07,0.5,1,34,27,"1"
-270,220,0.52,0.47,3.02,3.99,3.61,1.07,0.34,0.32,29,38,"0"
340,-380,0.58,0.52,2.9,3.87,0,6.11,0,0.66,33,26,"1"
125,-145,0.55,0.75,23.1765,6.6667,1.6667,0.31,0.4,1,31,33,"0"
318,-425,0.54,0.51,2.85,5.75,0,0.14,0,0.16,38,28,"1"
-260,210,0.54,0.56,6.12,2.06,4.76,3.46,0.37,0.863,30,36,"0"
200,-245,0.27,0.53,54.5,19.3333,0.5,1.25,0.219,0.403,25,37,"1"
59.7932402411945,-115.711474369147,0.48,0.53,3.78,5.57,0,0.45,0,0.33,32,34,"0"
750,-1200,0.36,0.55,28.28,45.6667,8,0.4,0.55,0.066,22,26,"1"
145,-155,0.57,0.434,19.841809878528,21.1527659641032,0.86,0.6667,0.25,0.322,33,41,"1"
-110,-110,0.405,0.55,57,30,0,2.0909,0,0.7,31,31,"1"
-350,270,0.52,0.39,5.43,4.63,0.74,0.89,0.36,0.2,30,27,"0"
180,-220,0.4,0.42,6.43,3.72,0.91,1.1818,0.17,0.53,27,30,"1"
59.7932402411945,-115.711474369147,0.41,0.466,29.3333,34,1.625,0.375,0.399,0.167,30,30,"0"
-280,210,0.6,0.34,2.91,4.11,4.8,2.82,0.52,0.51,30,36,"0"
240,-260,0.48,0.415,59,30.6667,0.25,2.7273,0.125,0.429,28,30,"1"
-125,105,0.53,0.52,4.25,5.38,1.83,0.9,0.39,0.47,32,27,"1"
150,-190,0.7,0.44,33,39,0,0.5,0,0.172,32,31,"1"
165,-190,0.309,0.468,42,19,0.5,1.125,0.208,0.403,30,33,"1"
190,-235,0.43,0.53,4.49,5.07,1.7,2,0.55,0.736,30,26,"1"
-255,235,0.502,0.41,2.29,4.38,1.03,1.69,0.224,0.26,28,34,"1"
250,-320,0.52,0.58,3.7,5.49,5.03,0.77,0.33,0.21,33,36,"1"
-380,280,0.55,0.46,8.57,5.78,0.72,0.4,1,0.23,26,30,"1"
250,-275,0.374,0.575,19.841809878528,21.1527659641032,5.69,2.2,0.71,0.661,26,26,"0"
140,-160,0.325,0.51,29,23.7692,0.5,1.75,0.25,0.338,26,28,"1"
275,-335,0.47,0.476,32.4,50.8333,0.9,0.4286,0.304,0.153,34,32,"1"
-335,305,0.506,0.44,7.36,3.16,0,3.29,0,0.284,36,36,"1"
325,-400,0.498,0.467,33.8571,95.25,1.1429,5,0.46,0.26,35,33,"1"
285,-315,0.51,0.53,4.77,4.28,0.43,5.35,1,0.35,34,29,"1"
465,-610,0.542,0.46,4.7,1.91,2.32,4.77,0.66,0.5,27,31,"1"
325,-400,0.3,0.427,55,44.0588,0,0.5,0,0.352,29,24,"1"
-192,160,0.5,0.47,5.13,4.28,3.97,0.2,0.55,0.4,28,29,"0"
125,-145,0.52,0.393,20,21.0526,2.1429,1,0.343,0.42,28,28,"0"
415,-525,0.547,0.413,58.6667,15,0,0.125,0,0.063,28,25,"0"
265,-295,0.19,0.39,12,18.5,1,1,0.08,0.395,27,25,"1"
110,-130,0.45,0.503,43.0769,50.1667,0.625,1.7143,0.148,0.32,29,35,"0"
154,-185,0.57,0.42,65,118.5714,2,1.1429,1,0.5,27,26,"0"
400,-450,0.54,0.79,17.7143,13.5,8,1.5,0.55,1,26,19,"1"
425,-485,0.38,0.41,3.17,5.39,1,1.56,0.62,0.26,30,29,"1"
290,-320,0.46,0.5,3.18,5.69,0.51,0.45,0.33,0.62,37,30,"1"
-150,130,0.52,0.514,18,32.0667,1.375,0.4,0.3,0.283,30,38,"1"
-179,167,0.618,0.22,23.8182,11,3.8,1.24,0.66,1,25,32,"1"
-148,124,0.51,0.5,5.45,4.67,0.18,2.09,0.5,0.677,31,34,"0"
140,-177,0.41,0.478,36.6,61.3333,2.6667,0.5455,0.378,0.163,30,24,"0"
-170,150,0.467,0.469,40,43,0,1,0,0.358,23,30,"1"
-130,110,0.44,0.598,33,29.6667,0.5833,1.7778,0.198,0.233,32,34,"0"
-1100,700,0.64,0.42,4.27,2.41,4.97,1.39,0.3,0.24,31,31,"0"
-105,-115,0.45,0.43,25.875,13.625,0.3,1.125,0.167,0.381,27,39,"0"
164,-174,0.66,0.365,14,39.6667,1.6667,0.68,0.605,0.36,33,30,"1"
525,-750,0.58,0.479,1.87,3.58,2.51,6.62,0.31,0.51,35,32,"1"
-500,400,0.5,0.39,19.841809878528,21.1527659641032,3,1.6667,0.38,0.333,32,39,"0"
190,-240,0.47,0.65,10,22,2.41,1.8,0.5,0.55,25,35,"1"
105,-125,0.41,0.44,39.25,20,1.8,2.2857,0.214,0.801,31,32,"1"
-145,125,0.53,0.41,47.5,52,0.625,1.5,0.148,0.338,28,35,"0"
-137,108,0.41,0.5,4.74,4.61,2.07,1.95,0.5,0.48,37,37,"1"
120,-130,0,0.8,0,31.25,1,1,1,0.216,27,33,"1"
260,-320,0.503,0.385,43.75,46.1818,1,0,0.083,0,33,29,"0"
-110,-110,0.38,0.51,19.841809878528,21.1527659641032,0,1.75,0,0.398,27,34,"1"
525,-750,0.26,0.483,2.64,4.34,0,4.67,0,1,30,29,"1"
125,-135,0.474,0.46,19.841809878528,21.1527659641032,1.75,1.18,0.463,0.31,36,32,"1"
-159,130,0.51,0.52,4.84,4.27,1.83,2.14,0.24,0.48,30,34,"0"
-255,215,0.537,0.495,28.4444,46.5556,3,0.8889,0.729,0.277,23,25,"0"
700,-900,0.46,0.45,3.13,3,1.39,1.99,0.26,0.33,32,24,"1"
110,-120,0.368,0.49,28.5,23.3636,4.5,1.4444,0.313,0.8,25,26,"1"
190,-235,0.43,0.39,6.05,2.5,0.96,1.2,0.26,0.35,28,26,"0"
-230,190,0.46,0.37,3.46,4.17,2.4,0.39,0.27,0.27,26,33,"0"
200,-245,0.4,0.345,76.25,25.7778,0.75,0.1667,0.3,0.083,31,26,"0"
-220,180,0.371,0.5,3.88,3.08,3.25,1.18,0.5,0.5,28,34,"1"
420,-560,0.36,0.435,1.86,4.05,3.59,1.35,0.34,0.563,36,30,"1"
240,-260,0.3,0.85,104,4,0,2.33,0,0.25,32,35,"1"
-180,158,0.47,0.566,25.8571,18.4,0.1429,1.3333,0.125,0.33,28,25,"1"
100,-120,0.43,0.322,27.25,19.125,1.6667,0.5,0.45,0.25,27,32,"0"
-114,-105,0.7,0.43,37.6667,1.6667,1,3.35,1,0.533,24,28,"1"
215,-235,0.457,0.756,3.59,3.55,1.35,1.56,0.59,0.2,33,28,"0"
-190,160,0.53,0.4,4.36,3.29,0.5,0,0.16,0,31,34,"1"
59.7932402411945,-760,0.45,0.487,26,80,4,3.5,0.293,0.513,30,29,"0"
130,-150,0.47,0.381,30.5,40.8235,2.125,0.42,0.334,0.166,32,30,"0"
-175,145,0.39,0.44,3.18,3.55,1.36,0.42,0.25,0.07,29,32,"1"
185,-225,0.53,0.578,49.875,14.2727,1.4,0,0.375,0,28,28,"0"
-125,115,0.463,0.517,53.5,38,0.25,1.75,0.097,0.255,27,34,"1"
160,-185,0.497,0.533,46.6667,45,0,3.4118,0,0.658,27,28,"1"
105,-125,0.433,0.5,4.72,4.41,1.7,1.76,0.75,0.55,27,34,"0"
-110,-110,0.5,0.558,47.6,27.1667,0.75,1.8571,0.214,0.388,28,37,"1"
435,-500,0.392,0.625,17.6667,59,0.25,0,0.15,0,35,32,"1"
240,-260,0.573,0.34,3.77,5.87,6.62,0.42,0.45,0.27,32,30,"1"
175,-225,0.45,0.46,1.95,4.58,4.23,4.12,0.51,0.5,29,28,"0"
59.7932402411945,-115.711474369147,0.46,0.5,4.05,2.47,0,2.33,0,0.48,28,32,"0"
220,-240,0.335,0.33,24,25.7143,3,1.4667,0.393,0.5,30,33,"1"
115,-135,0.585,0.384,72,105.6667,0,1,0,0.329,30,29,"0"
135,-155,0.51,0.45,5.35,3.09,0.35,0.5,0.25,0.26,28,30,"0"
-160,140,0.51,0.455,23.1667,13.5,0,0.94,0,0.42,25,35,"1"
59.7932402411945,-440,0.41,0.59,3.58,6.86,0.96,0,1,0,32,34,"0"
-145,125,0.4,0.39,2.98,4.17,1.03,0.12,0.236,0.33,27,33,"1"
360,-450,0.47,0.48,76,83.5,1,1,0.4,1,33,31,"1"
140,-160,0.455,0.48,42,33.5385,0,1.75,0,0.32,28,29,"0"
423,-475,0.39,0.6,53.5417,23,0.3333,1.25,0.333,0.39,36,35,"0"
-220,180,0.46,0.37,3.46,3.87,1.72,0.61,0.4,0.2,24,31,"0"
-120,100,0.55,0.441,15.5,20.8,0,1.26,0,0.59,23,29,"1"
-600,450,0.44,0.303,52.4,11,0.5,0.59,0.28,0.5,29,32,"0"
-330,270,0.49,0.449,40.6364,49,0.75,2,0.235,0.568,26,23,"0"
170,-200,0.44,0.503,29.7857,37.5714,1.9333,0.9286,0.5,0.083,30,28,"1"
240,-298,0.43,0.6,33.5,25,3.75,0,0.625,0,31,28,"1"
280,-375,0.35,0.39,2.57,4.29,1.85,2.24,0.3,0.38,28,28,"1"
230,-278,0.45,0.54,3.2,5.26,1.95,0.77,0.38,0.25,36,30,"0"
-160,150,0.328,0.311,48,53.8,0.4286,0.3333,0.286,0.11,28,35,"1"
195,-250,0.3,0.48,3.6,3.93,0.6,5.09,0.41,0.46,27,24,"1"
-105,-115,0.53,0.478,70,54,1,1,0.4,0.11,28,34,"1"
-170,150,0.453,0.45,4.11,4.04,0.9,0.56,0.3,0.45,27,37,"1"
114,-145,0.48,0.569,64,27.3333,0,2.5714,0,1,28,28,"1"
115,-125,0.516,0.393,36.8,28.1875,2.4286,3,0.4,0.5,31,32,"1"
-190,165,0.352,0.36,16.8,37.8333,0,0.5556,0,0.25,23,22,"1"
135,-155,0.53,0.39,26.1765,24.8462,1.8,0.9231,0.483,0.117,33,31,"0"
170,-185,0.5,0.41,5.32,2.99,0,0.24,0,0.5,34,32,"1"
175,-210,0.41,0.47,19.841809878528,5.3333,2,1,0.48,0.66,29,22,"0"
-305,255,0.37,0.35,65,51,3.5,2.6,0.7,0.457,35,24,"0"
-220,200,0.453,0.39,45,19,0.2857,0.2857,0.11,0.148,34,39,"0"
335,-420,0.54,0.41,29,36,4,2.7273,0.399,0.426,36,30,"1"
-110,-110,0.51,0.53,60,26.8571,5,0.3333,0.53,0.208,27,30,"1"
120,-140,0.4,0.447,68.3333,53.2,0,0.9375,0,0.228,30,30,"0"
-170,150,0.445,0.377,38.3333,8,0.6667,1.7692,0.443,0.372,32,29,"0"
59.7932402411945,-115.711474369147,0.58,0.32,4.9,3.52,1.1,0,0.4,0,37,30,"1"
125,-145,0.507,0.48,4.38,4.71,1.23,0.42,0.32,0.46,30,28,"1"
59.7932402411945,-115.711474369147,0.48,0.5,4.82,4.48,0.32,1.77,0.35,0.35,32,31,"1"
160,-185,0.38,0.56,3.22,9.23,0,0.6667,0,0.233,31,28,"1"
-350,270,0.51,0.43,5.42,3.57,1.44,1.02,0.42,0.4,27,35,"0"
700,-1125,0.54,0.471,63.6667,23.8,2,2.13,0.563,0.313,39,30,"1"
138,-177,0.47,0.41,3.1,4.53,1.12,1.08,0.36,0.45,30,32,"1"
-160,140,0.56,0.461,39.1429,26,2,0.6,0.66,0.165,27,37,"0"
-110,-110,0.53,0.377,59.5,73.5556,0,1.3333,0,0.11,29,29,"0"
-250,205,0.48,0.58,28,21.1527659641032,1,0,1,0,31,34,"0"
140,-177,0.42,0.294,108,43,0.3,0.1429,0.273,0.083,29,27,"1"
130,-167,0.42,0.445,39,18.1111,2.5,0.5,0.412,0.28,42,29,"0"
-230,210,0.596,0.471,7.43,3.96,1.24,0,0.66,0,24,31,"0"
235,-275,0.485,0.61,5.21,3.61,2.99,0,0.66,0,28,28,"1"
-210,190,0.68,0.34,46,4.6667,0.5,0,0.165,0,37,41,"0"
135,-155,0.5,0.4,1.36,2.33,0.29,1.02,0.09,0.41,34,35,"1"
-230,180,0.48,0.43,2.15,3.98,1.31,0,0.4,0,36,29,"1"
-200,185,0.425,0.465,20,26.6818,2.5,0.8571,0.45,0.16,26,37,"0"
235,-290,0.46,0.493,20.2857,21,0.33,0.625,0.3,0.415,30,28,"1"
285,-345,0.4,0.253,32.9167,11.3333,1.5,1.07,0.323,0.45,32,26,"1"
-235,215,0.375,0.47,50.8333,33.6667,0.2353,1.75,0.083,0.183,24,30,"0"
-115,-105,0.41,0.35,45.6667,16.5,1.8,0.25,0.335,0.167,28,23,"1"
125,-145,0.34,0.39,32.6667,35.5,4,1,0.25,0.5,27,32,"0"
165,-195,0.46,0.44,3.76,3.59,0.8,1.4444,0.38,0.57,30,28,"1"
-510,375,0.45,0.48,5.02,3.03,0.79,1.1,0.5,0.5,22,28,"0"
59.7932402411945,-115.711474369147,0.49,0.38,1.93,1.71,3.06,4.02,0.36,0.43,27,26,"1"
140,-177,0.47,0.43,4.12,1.95,0,1.55,0,0.41,33,31,"1"
59.7932402411945,-115.711474369147,0.6,0.39,3.97,3.29,0,1.7727,0,0.43,28,30,"0"
260,-315,0.32,0.419,7,12,0,0,0,0,35,28,"1"
600,-900,0.4,0.5,4.33,5.34,0.7,4.12,0.24,0.5,27,28,"1"
-115,-105,0.393,0.25,3.98,0.52,0.88,0,0.25,0,32,31,"1"
-105,-115,0.39,0.52,3.18,5.03,0.66,2.39,0.66,0.714,31,32,"1"
-125,105,0.53,0.52,5.35,3.61,3.01,5.69,0.39,0.41,29,35,"0"
180,-220,0.48,0.5,5.03,4.94,1,0,1,0,31,32,"0"
161,-185,0.393,0.56,23.2,26.75,1,1.75,0.5,0.5,29,33,"1"
175,-230,0.46,0.44,4.39,5.86,0,4,0,0.71,34,27,"0"
130,-150,0.21,0.055,22,4.6,0.6667,0,0.5,0,25,29,"0"
-165,155,0.33,0.453,63,17.3333,0,0.8333,0,0.178,20,28,"0"
-130,110,0.4,0.51,7.91,10.3333,0.34,0.5,0.167,0.25,28,27,"1"
-110,-110,0.356,0.276,18.3333,21.1527659641032,2,3,0.541,0.407,28,30,"0"
-130,110,0.403,0.53,27.3333,31.0588,1,1,0.25,0.254,36,36,"1"
-135,115,0.44,0.4,5.25,4.52,1.08,0.67,0.2,0.28,29,29,"0"
177,-192,0.553,0.446,44,27,1.5,2.75,0.5,0.38,27,31,"0"
-400,300,0.46,0.36,17,22.2381,0.8,1.0714,0.375,0.21,25,33,"1"
-275,225,0.47,0.511,15.75,13.6667,0,1.5,0,0.392,28,30,"0"
400,-450,0.465,0.501,12.4444,43.9,1.2,0.75,0.33,0.214,32,32,"1"
125,-145,0.58,0.432,5.51,3.1,0.58,2.42,0.42,0.4,35,40,"1"
120,-140,0.46,0.418,30,20.1111,0.6667,0.6364,0.107,0.328,34,32,"0"
-132,110,0.47,0.34,19.841809878528,23.6667,0.6,4.1667,0.262,0.56,26,29,"0"
-140,120,0.332,0.35,30,26.7333,2.45,1.3333,0.468,0.392,35,39,"1"
265,-295,0.465,0.352,36.375,19.3333,2.2,2.6667,0.25,0.38,31,36,"1"
310,-340,0.394,0.566,17.6667,58,1,3.1429,0.46,0.577,29,29,"1"
145,-155,0.415,0.294,46.1538,75.8333,4,1.0909,0.398,1,26,31,"0"
205,-225,0.468,0.38,8.64,3.42,0,0.47,0,1,34,28,"1"
185,-215,0.47,0.59,4.99,4.56,1,1.52,0.25,0.44,30,30,"1"
-320,260,0.49,0.41,24.6,13.375,1.3333,0.3636,0.431,0.153,31,31,"1"
-110,-110,0.49,0.5,48,47.8889,1.6667,3.1,0.508,0.321,27,37,"0"
-130,105,0.36,0.59,9,15.6,1.04,0.7778,0.29,0.201,27,29,"0"
165,-190,0.5,0.458,38.3333,10.5556,2.6667,1,0.505,0.368,27,33,"0"
145,-155,0.433,0.437,57.9,47.1,1.75,0.34,0.394,0.238,33,38,"0"
59.7932402411945,-115.711474369147,0.44,0.45,4.96,6.77,2.17,0.89,0.447,0.64,34,27,"1"
235,-255,0.3,0.457,22,40.75,4,0.6842,0.5,0.28,32,28,"1"
200,-245,0.44,0.53,5.02,3.63,0.73,1.56,0.42,0.39,34,27,"0"
-112,-112,0.76,0.417,27,31.3333,0,0.5,0,0.277,25,32,"1"
-175,155,0.44,0.45,6.48,3.44,0.35,0.2,0.5,0.16,35,35,"1"
120,-140,0.479,0.415,29,25.5556,3.5,2.1111,0.315,0.606,23,23,"0"
255,-280,0.475,0.352,40.2,18.3333,3,1,0.563,1,34,31,"0"
150,-160,0.55,0.335,28.75,25.8,1,0,0.611,0,27,26,"1"
145,-165,0.342,0.498,40.2222,34.4,0.2857,1.0667,0.188,0.301,29,32,"0"
150,-170,0.56,0.45,4.94,2.99,0.38,4.07,0.26,0.52,30,35,"1"
